WKT,latitude,longitude,brightness,scan,track,acq_date,acq_time,acq_datetime,confidence,brightness_2,frp
"POINT (101.8208 18.21665)",18.21665,101.8208,336.26,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,85,294.06,31.27
"POINT (97.13599 17.45968)",17.45968,97.13599,317.41,1.93,1.36,2023-04-27,644,2023/04/27 06:44:00+00,49,296.67,23.13
"POINT (103.66549 18.4929)",18.4929,103.66549,322.08,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,52,299.84,6.51
"POINT (104.54198 18.62355)",18.62355,104.54198,321.9,1.08,1.04,2023-04-27,644,2023/04/27 06:44:00+00,44,303.05,10.22
"POINT (103.64509 18.4992)",18.4992,103.64509,325.07,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,72,298.64,11.38
"POINT (103.63559 18.49786)",18.49786,103.63559,357.72,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,98,299.74,71.03
"POINT (104.2766 18.59454)",18.59454,104.2766,316.1,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,44,298.31,5.22
"POINT (97.13039 17.46403)",17.46403,97.13039,321.43,1.93,1.36,2023-04-27,644,2023/04/27 06:44:00+00,66,296.51,32.37
"POINT (102.1022 18.2953)",18.2953,102.1022,320.05,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,61,300.02,6.79
"POINT (102.0928 18.2939)",18.2939,102.0928,328.04,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,76,300.57,15.24
"POINT (102.05532 18.28832)",18.28832,102.05532,320.43,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,59,300.12,6.77
"POINT (103.84537 18.55424)",18.55424,103.84537,337.42,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,87,303.06,28.97
"POINT (103.83549 18.55288)",18.55288,103.83549,346.82,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,93,301.68,45.56
"POINT (103.84406 18.56327)",18.56327,103.84406,325.51,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,54,295.92,11.92
"POINT (103.8344 18.56193)",18.56193,103.8344,336.87,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,81,300.42,27.24
"POINT (101.76785 18.2636)",18.2636,101.76785,324.2,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,70,299.8,11.26
"POINT (101.75835 18.26217)",18.26217,101.75835,323.99,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,70,297.88,10.73
"POINT (103.66107 18.54705)",18.54705,103.66107,321.67,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,62,299.69,7.08
"POINT (102.09776 18.32208)",18.32208,102.09776,369.22,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,100,301.18,104.05
"POINT (101.79368 18.28589)",18.28589,101.79368,316.75,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,19,297.28,5.13
"POINT (101.52441 18.24534)",18.24534,101.52441,326.83,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,69,303.66,14.87
"POINT (103.83987 18.59031)",18.59031,103.83987,349.31,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,94,300.85,50.91
"POINT (103.83847 18.59933)",18.59933,103.83847,331.75,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,72,301.36,19.22
"POINT (101.90443 18.32083)",18.32083,101.90443,318.31,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,36,297.68,6.29
"POINT (101.89496 18.31941)",18.31941,101.89496,317.73,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,39,298.55,6.32
"POINT (101.83801 18.31092)",18.31092,101.83801,333.23,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,82,301.32,22.68
"POINT (101.8635 18.3331)",18.3331,101.8635,319.96,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,57,297.76,7.28
"POINT (103.85661 18.62999)",18.62999,103.85661,329.21,1.03,1.02,2023-04-27,644,2023/04/27 06:44:00+00,68,300.75,15.15
"POINT (103.24789 18.5543)",18.5543,103.24789,318.48,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,58,299.9,7.67
"POINT (102.04971 18.39858)",18.39858,102.04971,327.69,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,76,299.09,14.64
"POINT (102.0403 18.39717)",18.39717,102.0403,375.34,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,100,297.6,126.41
"POINT (101.42698 18.31408)",18.31408,101.42698,327.78,1.05,1.02,2023-04-27,644,2023/04/27 06:44:00+00,56,301.94,13.6
"POINT (104.33847 18.74219)",18.74219,104.33847,322.08,1.07,1.03,2023-04-27,644,2023/04/27 06:44:00+00,71,298.55,12.32
"POINT (104.32848 18.74083)",18.74083,104.32848,322.56,1.07,1.03,2023-04-27,644,2023/04/27 06:44:00+00,72,299.01,12.74
"POINT (104.25773 18.74052)",18.74052,104.25773,340.92,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,90,301.82,36.97
"POINT (104.24787 18.73918)",18.73918,104.24787,331.55,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,82,300.78,21.6
"POINT (101.90134 18.44064)",18.44064,101.90134,327.4,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,76,301.1,13.24
"POINT (101.89186 18.43922)",18.43922,101.89186,319.36,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,55,299.83,4.8
"POINT (102.24823 18.50142)",18.50142,102.24823,326.07,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,71,302.3,10.72
"POINT (101.94714 18.45667)",18.45667,101.94714,328.06,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,77,300.74,12.39
"POINT (101.93768 18.45526)",18.45526,101.93768,338.17,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,87,301.86,27.07
"POINT (102.89824 18.61421)",18.61421,102.89824,336.22,1,1,2023-04-27,644,2023/04/27 06:44:00+00,85,300.45,26.01
"POINT (102.88892 18.61288)",18.61288,102.88892,335.56,1,1,2023-04-27,644,2023/04/27 06:44:00+00,85,300.11,25.1
"POINT (102.80508 18.60082)",18.60082,102.80508,339.03,1,1,2023-04-27,644,2023/04/27 06:44:00+00,87,299.47,32.7
"POINT (102.79575 18.59947)",18.59947,102.79575,320.61,1,1,2023-04-27,644,2023/04/27 06:44:00+00,56,298.91,9.56
"POINT (102.8968 18.62309)",18.62309,102.8968,387.52,1,1,2023-04-27,644,2023/04/27 06:44:00+00,100,302.24,175.8
"POINT (102.88749 18.62175)",18.62175,102.88749,365.81,1,1,2023-04-27,644,2023/04/27 06:44:00+00,100,303.17,91.93
"POINT (103.86862 18.76914)",18.76914,103.86862,327.61,1.03,1.02,2023-04-27,644,2023/04/27 06:44:00+00,62,303.01,14.75
"POINT (101.54965 18.43372)",18.43372,101.54965,327.77,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,76,302.77,11.66
"POINT (103.76949 18.7738)",18.7738,103.76949,341.15,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,78,293.72,29.58
"POINT (103.75997 18.77248)",18.77248,103.75997,421.28,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,94,305.52,405.28
"POINT (103.75041 18.77115)",18.77115,103.75041,385.83,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,100,305.79,168.68
"POINT (101.84378 18.49627)",18.49627,101.84378,318.76,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,38,299.48,7.12
"POINT (101.83405 18.49483)",18.49483,101.83405,318.09,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,29,299.63,6.55
"POINT (103.74895 18.78014)",18.78014,103.74895,396.95,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,94,302.24,228.01
"POINT (102.09731 18.56276)",18.56276,102.09731,315.49,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,25,295.78,4.9
"POINT (102.08784 18.56135)",18.56135,102.08784,319.62,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,52,298.06,8.28
"POINT (102.04073 18.55434)",18.55434,102.04073,328.36,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,73,304.01,13.85
"POINT (102.12905 18.604)",18.604,102.12905,340.81,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,89,296.9,36.95
"POINT (102.11958 18.6026)",18.6026,102.11958,334.21,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,84,297.28,26.52
"POINT (101.56535 18.53819)",18.53819,101.56535,333.79,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,83,303.54,21.46
"POINT (101.55589 18.53676)",18.53676,101.55589,325.47,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,49,302.97,12.07
"POINT (104.20683 18.9269)",18.9269,104.20683,327.55,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,79,301.28,16.92
"POINT (101.96364 18.63453)",18.63453,101.96364,317.47,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,22,298.85,5.41
"POINT (104.22543 18.96476)",18.96476,104.22543,324.48,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,76,299.64,13.33
"POINT (103.63744 18.91197)",18.91197,103.63744,336.26,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,87,298.79,28.67
"POINT (102.27432 18.73528)",18.73528,102.27432,327.66,1,1,2023-04-27,644,2023/04/27 06:44:00+00,56,302.58,11.73
"POINT (102.31962 18.75103)",18.75103,102.31962,354.07,1,1,2023-04-27,644,2023/04/27 06:44:00+00,97,303,58.67
"POINT (101.47377 18.63463)",18.63463,101.47377,338.29,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,86,304.07,29.83
"POINT (101.4642 18.63319)",18.63319,101.4642,355.74,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,98,302.13,68.16
"POINT (102.34476 18.77291)",18.77291,102.34476,341.95,1,1,2023-04-27,644,2023/04/27 06:44:00+00,90,296.5,37.82
"POINT (102.77237 18.86414)",18.86414,102.77237,323.64,1,1,2023-04-27,644,2023/04/27 06:44:00+00,74,297.73,13.82
"POINT (101.90135 18.7364)",18.7364,101.90135,321.98,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,71,297.71,12.05
"POINT (101.94733 18.75241)",18.75241,101.94733,314.87,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,44,298.06,5.73
"POINT (101.89986 18.74533)",18.74533,101.89986,337.75,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,87,298.4,31.53
"POINT (101.62414 18.70396)",18.70396,101.62414,327.74,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,77,297.98,18.02
"POINT (102.1434 18.79062)",18.79062,102.1434,326.94,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,62,299.78,13.74
"POINT (102.134 18.78923)",18.78923,102.134,325.95,1.01,1,2023-04-27,644,2023/04/27 06:44:00+00,47,302.78,12.75
"POINT (101.98357 18.76695)",18.76695,101.98357,319.51,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,66,298.06,10.37
"POINT (101.6226 18.71295)",18.71295,101.6226,319.53,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,38,296.17,8.89
"POINT (97.42792 18.02888)",18.02888,97.42792,320.12,1.79,1.31,2023-04-27,644,2023/04/27 06:44:00+00,52,300.96,18.99
"POINT (101.66718 18.73807)",18.73807,101.66718,338.29,1.03,1.01,2023-04-27,644,2023/04/27 06:44:00+00,88,296.31,33.02
"POINT (101.4941 18.71204)",18.71204,101.4941,333.75,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,79,299.78,22.3
"POINT (101.95554 18.91982)",18.91982,101.95554,329.83,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,81,298.97,21.03
"POINT (101.69971 18.93664)",18.93664,101.69971,316.74,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,35,298.51,5.44
"POINT (103.79185 19.27379)",19.27379,103.79185,350.39,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,83,301.18,55.31
"POINT (103.78198 19.27245)",19.27245,103.78198,352.18,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,84,303.34,60.18
"POINT (100.87985 18.88534)",18.88534,100.87985,323.21,1.08,1.04,2023-04-27,644,2023/04/27 06:44:00+00,67,304.38,9.31
"POINT (101.07413 18.95267)",18.95267,101.07413,321.04,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,61,299.15,11.03
"POINT (103.88708 19.3887)",19.3887,103.88708,395.45,1.04,1.02,2023-04-27,644,2023/04/27 06:44:00+00,100,301.29,230.28
"POINT (103.92492 19.40313)",19.40313,103.92492,367.58,1.05,1.02,2023-04-27,644,2023/04/27 06:44:00+00,100,302.45,102.49
"POINT (101.70866 19.10416)",19.10416,101.70866,328.85,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,63,299.96,18.86
"POINT (103.91145 19.4291)",19.4291,103.91145,349.24,1.05,1.02,2023-04-27,644,2023/04/27 06:44:00+00,95,304.43,50.55
"POINT (103.90176 19.42776)",19.42776,103.90176,328.95,1.05,1.02,2023-04-27,644,2023/04/27 06:44:00+00,44,300.33,14.53
"POINT (103.9074 19.45636)",19.45636,103.9074,348.71,1.05,1.02,2023-04-27,644,2023/04/27 06:44:00+00,94,299.57,51.49
"POINT (101.78787 19.15265)",19.15265,101.78787,318.51,1.02,1.01,2023-04-27,644,2023/04/27 06:44:00+00,50,298.77,9.01
"POINT (101.83984 19.21542)",19.21542,101.83984,342.32,1.01,1.01,2023-04-27,644,2023/04/27 06:44:00+00,86,299.39,39.91
"POINT (104.10326 19.60198)",19.60198,104.10326,326.4,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,77,299.19,16
"POINT (104.09305 19.6006)",19.6006,104.09305,322.32,1.06,1.03,2023-04-27,644,2023/04/27 06:44:00+00,71,298.64,11.2
"POINT (92.78627 21.92953)",21.92953,92.78627,321.62,3.26,1.71,2023-04-27,646,2023/04/27 06:46:00+00,58,301.83,52.79
"POINT (100.71616 21.0126)",21.0126,100.71616,324.85,1.05,1.02,2023-04-27,646,2023/04/27 06:46:00+00,78,298.44,15.98
"POINT (100.27446 21.01761)",21.01761,100.27446,319.69,1.09,1.04,2023-04-27,646,2023/04/27 06:46:00+00,69,298.95,10.55
"POINT (93.92312 19.90429)",19.90429,93.92312,325.12,2.99,1.64,2023-04-27,646,2023/04/27 06:46:00+00,61,302.61,56.41
"POINT (93.91887 19.91852)",19.91852,93.91887,326.24,2.99,1.64,2023-04-27,646,2023/04/27 06:46:00+00,65,304.13,63.16
"POINT (93.91497 19.90537)",19.90537,93.91497,329.73,2.99,1.64,2023-04-27,646,2023/04/27 06:46:00+00,72,303.27,82.3
"POINT (93.95623 19.97378)",19.97378,93.95623,322.89,2.96,1.64,2023-04-27,646,2023/04/27 06:46:00+00,30,301.72,43.17
"POINT (93.95309 19.98817)",19.98817,93.95309,321.96,2.96,1.64,2023-04-27,646,2023/04/27 06:46:00+00,12,302.01,39.06
"POINT (93.94365 20.03132)",20.03132,93.94365,332.23,2.96,1.64,2023-04-27,646,2023/04/27 06:46:00+00,77,300.57,99.44
"POINT (93.94118 20.04583)",20.04583,93.94118,343.06,2.96,1.64,2023-04-27,646,2023/04/27 06:46:00+00,88,301.03,183.05
"POINT (93.93878 20.03233)",20.03233,93.93878,335.91,2.96,1.64,2023-04-27,646,2023/04/27 06:46:00+00,81,300.95,125.91
"POINT (93.93628 20.04684)",20.04684,93.93628,336.87,2.96,1.64,2023-04-27,646,2023/04/27 06:46:00+00,82,301.31,132.67
"POINT (100.08895 21.32011)",21.32011,100.08895,317.61,1.1,1.05,2023-04-27,646,2023/04/27 06:46:00+00,64,302.41,7.84
"POINT (100.0869 21.3293)",21.3293,100.0869,325.94,1.1,1.05,2023-04-27,646,2023/04/27 06:46:00+00,77,300.66,17.38
"POINT (97.38686 21.12027)",21.12027,97.38686,321.99,1.58,1.24,2023-04-27,646,2023/04/27 06:46:00+00,48,303.01,20.5
"POINT (97.37061 21.11749)",21.11749,97.37061,325.63,1.58,1.24,2023-04-27,646,2023/04/27 06:46:00+00,65,305.59,26.9
"POINT (97.37901 21.1218)",21.1218,97.37901,327.51,1.58,1.24,2023-04-27,646,2023/04/27 06:46:00+00,67,303.61,32.49
"POINT (98.37327 21.60435)",21.60435,98.37327,320.86,1.33,1.14,2023-04-27,646,2023/04/27 06:46:00+00,22,303.42,15.03
"POINT (104.19256 22.50939)",22.50939,104.19256,316.03,1.14,1.06,2023-04-27,646,2023/04/27 06:46:00+00,64,298.75,5.32
"POINT (95.08266 21.06523)",21.06523,95.08266,330.95,2.31,1.47,2023-04-27,646,2023/04/27 06:46:00+00,41,304.66,41.53
"POINT (95.0606 21.06111)",21.06111,95.0606,332.09,2.32,1.47,2023-04-27,646,2023/04/27 06:46:00+00,58,305.32,49.24
"POINT (95.07617 21.06298)",21.06298,95.07617,331.5,2.31,1.47,2023-04-27,646,2023/04/27 06:46:00+00,64,304.6,39.84
"POINT (95.07329 21.07589)",21.07589,95.07329,334.35,2.31,1.47,2023-04-27,646,2023/04/27 06:46:00+00,81,306.67,48.62
"POINT (99.08359 21.95736)",21.95736,99.08359,314.2,1.2,1.09,2023-04-27,646,2023/04/27 06:46:00+00,28,297.85,5.66
"POINT (93.41071 21.28386)",21.28386,93.41071,341.27,3.05,1.66,2023-04-27,646,2023/04/27 06:46:00+00,87,297.9,192.67
"POINT (93.97157 21.40898)",21.40898,93.97157,321.25,2.75,1.59,2023-04-27,646,2023/04/27 06:46:00+00,34,299.81,47.03
"POINT (93.43024 21.28999)",21.28999,93.43024,327.83,3.03,1.66,2023-04-27,646,2023/04/27 06:46:00+00,71,299.26,93.25
"POINT (93.40173 21.28411)",21.28411,93.40173,328.25,3.05,1.66,2023-04-27,646,2023/04/27 06:46:00+00,71,297.65,94.65
"POINT (98.82011 22.37755)",22.37755,98.82011,320.12,1.23,1.1,2023-04-27,646,2023/04/27 06:46:00+00,65,296.78,17.89
"POINT (103.15709 23.07861)",23.07861,103.15709,324.17,1.05,1.02,2023-04-27,646,2023/04/27 06:46:00+00,69,302.97,10.86
"POINT (98.60217 22.4865)",22.4865,98.60217,317.08,1.25,1.11,2023-04-27,646,2023/04/27 06:46:00+00,37,297.34,11.32
"POINT (97.77693 22.37928)",22.37928,97.77693,368.38,1.41,1.18,2023-04-27,646,2023/04/27 06:46:00+00,100,298.87,155.78
"POINT (97.76367 22.37704)",22.37704,97.76367,349.15,1.41,1.18,2023-04-27,646,2023/04/27 06:46:00+00,94,311.98,74.21
"POINT (105.16716 23.53021)",23.53021,105.16716,330.85,1.31,1.14,2023-04-27,646,2023/04/27 06:46:00+00,81,306.08,21.77
"POINT (105.15369 23.52856)",23.52856,105.15369,328.07,1.31,1.14,2023-04-27,646,2023/04/27 06:46:00+00,77,306.28,16.14
"POINT (96.55982 22.34174)",22.34174,96.55982,325.1,1.7,1.28,2023-04-27,646,2023/04/27 06:46:00+00,65,306.01,15.79
"POINT (98.979 22.76323)",22.76323,98.979,318.34,1.19,1.08,2023-04-27,646,2023/04/27 06:46:00+00,23,303.25,9.73
"POINT (103.19004 23.41357)",23.41357,103.19004,330.14,1.06,1.03,2023-04-27,646,2023/04/27 06:46:00+00,60,303.69,21.32
"POINT (103.18823 23.42264)",23.42264,103.18823,353.45,1.06,1.03,2023-04-27,646,2023/04/27 06:46:00+00,96,303.81,65.25
"POINT (103.1778 23.42125)",23.42125,103.1778,327.38,1.06,1.03,2023-04-27,646,2023/04/27 06:46:00+00,76,303.25,16.79
"POINT (96.40045 22.42898)",22.42898,96.40045,331.15,1.74,1.29,2023-04-27,646,2023/04/27 06:46:00+00,68,307.11,36.45
"POINT (96.38239 22.42578)",22.42578,96.38239,324.83,1.75,1.3,2023-04-27,646,2023/04/27 06:46:00+00,36,305.07,20.88
"POINT (105.39783 23.79164)",23.79164,105.39783,346.59,1.37,1.16,2023-04-27,646,2023/04/27 06:46:00+00,93,303.68,69.19
"POINT (105.38473 23.7901)",23.7901,105.38473,320.76,1.36,1.16,2023-04-27,646,2023/04/27 06:46:00+00,61,303.56,11.15
"POINT (105.39629 23.80193)",23.80193,105.39629,326.36,1.37,1.16,2023-04-27,646,2023/04/27 06:46:00+00,75,301.69,20.61
"POINT (101.20018 23.28159)",23.28159,101.20018,312.56,1,1,2023-04-27,646,2023/04/27 06:46:00+00,60,296.44,7.07
"POINT (92.79334 21.93183)",21.93183,92.79334,322.67,3.26,1.71,2023-04-27,646,2023/04/27 06:46:00+00,61,301.51,58.34
"POINT (98.73397 23.04353)",23.04353,98.73397,318.79,1.21,1.09,2023-04-27,646,2023/04/27 06:46:00+00,69,303.36,10.45
"POINT (100.87237 20.98997)",20.98997,100.87237,317.19,1.04,1.02,2023-04-27,646,2023/04/27 06:46:00+00,56,301.31,5.86
"POINT (98.8371 23.07051)",23.07051,98.8371,317.51,1.2,1.09,2023-04-27,646,2023/04/27 06:46:00+00,68,302.48,10.76
"POINT (92.83052 22.03242)",22.03242,92.83052,336.87,3.23,1.7,2023-04-27,646,2023/04/27 06:46:00+00,84,301.09,165.29
"POINT (92.79684 22.02567)",22.02567,92.79684,344.63,3.25,1.7,2023-04-27,646,2023/04/27 06:46:00+00,91,301.14,235.06
"POINT (92.82708 22.03022)",22.03022,92.82708,340.5,3.23,1.7,2023-04-27,646,2023/04/27 06:46:00+00,88,301.02,197.72
"POINT (92.79183 22.02288)",22.02288,92.79183,340.22,3.25,1.7,2023-04-27,646,2023/04/27 06:46:00+00,87,300.92,190.8
"POINT (93.2037 22.23169)",22.23169,93.2037,326.02,3,1.65,2023-04-27,646,2023/04/27 06:46:00+00,71,299.89,91.4
"POINT (96.37363 23.09492)",23.09492,96.37363,326.19,1.69,1.28,2023-04-27,646,2023/04/27 06:46:00+00,56,305.55,20.26
"POINT (96.36881 23.16393)",23.16393,96.36881,328.43,1.69,1.28,2023-04-27,646,2023/04/27 06:46:00+00,50,308.62,20.49
"POINT (104.16695 24.42457)",24.42457,104.16695,327.17,1.19,1.08,2023-04-27,646,2023/04/27 06:46:00+00,77,306.39,16.69
"POINT (102.94382 24.29991)",24.29991,102.94382,339.83,1.06,1.03,2023-04-27,646,2023/04/27 06:46:00+00,67,295.02,39.09
"POINT (106.05596 24.77685)",24.77685,106.05596,321.59,1.55,1.23,2023-04-27,646,2023/04/27 06:46:00+00,39,303.25,15.51
"POINT (106.0646 24.78117)",24.78117,106.0646,321.65,1.55,1.23,2023-04-27,646,2023/04/27 06:46:00+00,69,303.08,16.35
"POINT (105.4078 24.76027)",24.76027,105.4078,329.26,1.41,1.17,2023-04-27,646,2023/04/27 06:46:00+00,75,307.27,24.56
"POINT (99.69147 24.33625)",24.33625,99.69147,329.47,1.07,1.03,2023-04-27,646,2023/04/27 06:46:00+00,83,301.66,21.61
"POINT (106.3216 25.23095)",25.23095,106.3216,352.12,1.64,1.26,2023-04-27,646,2023/04/27 06:46:00+00,96,292.96,129.61
"POINT (106.30621 25.22923)",25.22923,106.30621,325.28,1.64,1.26,2023-04-27,646,2023/04/27 06:46:00+00,75,291.3,39.19
"POINT (97.11773 23.9706)",23.9706,97.11773,326.01,1.46,1.19,2023-04-27,646,2023/04/27 06:46:00+00,74,304.73,16.15
"POINT (97.10378 23.96814)",23.96814,97.10378,328.44,1.46,1.19,2023-04-27,646,2023/04/27 06:46:00+00,78,303.26,21.2
"POINT (96.40609 23.86595)",23.86595,96.40609,329.83,1.63,1.26,2023-04-27,646,2023/04/27 06:46:00+00,78,309.73,16.38
"POINT (96.61633 23.92629)",23.92629,96.61633,317.91,1.57,1.24,2023-04-27,646,2023/04/27 06:46:00+00,49,303.34,9.9
"POINT (97.30186 24.18843)",24.18843,97.30186,332.42,1.4,1.17,2023-04-27,646,2023/04/27 06:46:00+00,82,306.52,28.14
"POINT (97.28825 24.18605)",24.18605,97.28825,343.24,1.41,1.17,2023-04-27,646,2023/04/27 06:46:00+00,90,308.5,55.61
"POINT (106.88061 25.56479)",25.56479,106.88061,316.99,1.81,1.32,2023-04-27,646,2023/04/27 06:46:00+00,20,300.68,16.73
"POINT (96.40838 24.09759)",24.09759,96.40838,331.05,1.61,1.25,2023-04-27,646,2023/04/27 06:46:00+00,80,312.79,16.71
"POINT (97.09456 24.22806)",24.22806,97.09456,331.7,1.45,1.19,2023-04-27,646,2023/04/27 06:46:00+00,50,307.27,23.29
"POINT (97.4566 24.35095)",24.35095,97.4566,323.91,1.37,1.16,2023-04-27,646,2023/04/27 06:46:00+00,72,301.09,23.1
"POINT (97.07558 24.33405)",24.33405,97.07558,315.35,1.44,1.19,2023-04-27,646,2023/04/27 06:46:00+00,29,300.29,6.49
"POINT (105.92645 25.66728)",25.66728,105.92645,321.14,1.57,1.23,2023-04-27,646,2023/04/27 06:46:00+00,58,304.27,11.92
"POINT (95.37997 24.10463)",24.10463,95.37997,322.57,1.9,1.35,2023-04-27,646,2023/04/27 06:46:00+00,47,304.7,12.33
"POINT (97.3203 24.92274)",24.92274,97.3203,326.05,1.36,1.16,2023-04-27,646,2023/04/27 06:46:00+00,78,305.71,18.87
"POINT (97.28962 24.93855)",24.93855,97.28962,335.29,1.37,1.16,2023-04-27,646,2023/04/27 06:46:00+00,86,304.46,35.9
"POINT (96.4023 24.78142)",24.78142,96.4023,323.57,1.57,1.23,2023-04-27,646,2023/04/27 06:46:00+00,43,303.22,19.82
"POINT (97.28526 24.95896)",24.95896,97.28526,323.32,1.37,1.16,2023-04-27,646,2023/04/27 06:46:00+00,65,306.28,10.09
"POINT (97.31687 25.03649)",25.03649,97.31687,326.11,1.36,1.15,2023-04-27,646,2023/04/27 06:46:00+00,60,307.36,12.8
"POINT (95.79618 24.82288)",24.82288,95.79618,335.56,1.72,1.29,2023-04-27,646,2023/04/27 06:46:00+00,86,299.58,58.57
"POINT (95.77948 24.81987)",24.81987,95.77948,332.09,1.72,1.29,2023-04-27,646,2023/04/27 06:46:00+00,83,304.37,47.8
"POINT (95.7773 24.83125)",24.83125,95.7773,330.95,1.72,1.29,2023-04-27,646,2023/04/27 06:46:00+00,82,302.68,46.1
"POINT (95.79189 24.82011)",24.82011,95.79189,332.66,1.72,1.29,2023-04-27,646,2023/04/27 06:46:00+00,83,301.5,51.8
"POINT (95.77296 24.82836)",24.82836,95.77296,328.41,1.72,1.29,2023-04-27,646,2023/04/27 06:46:00+00,79,304.35,39.54
"POINT (95.4052 24.79548)",24.79548,95.4052,320.82,1.83,1.32,2023-04-27,646,2023/04/27 06:46:00+00,59,303.94,17.6
"POINT (97.596 25.30085)",25.30085,97.596,317.78,1.29,1.13,2023-04-27,646,2023/04/27 06:46:00+00,61,303.79,10.31
"POINT (97.63028 25.35762)",25.35762,97.63028,320.58,1.29,1.13,2023-04-27,646,2023/04/27 06:46:00+00,62,301.62,14.21
"POINT (97.61771 25.35546)",25.35546,97.61771,329.16,1.29,1.13,2023-04-27,646,2023/04/27 06:46:00+00,81,302.79,26.91
"POINT (97.62835 25.36757)",25.36757,97.62835,323.34,1.29,1.13,2023-04-27,646,2023/04/27 06:46:00+00,73,300.98,17.83
"POINT (97.61542 25.36536)",25.36536,97.61542,337.16,1.29,1.13,2023-04-27,646,2023/04/27 06:46:00+00,87,303.66,42.51
"POINT (95.50934 25.00058)",25.00058,95.50934,316.63,1.78,1.31,2023-04-27,646,2023/04/27 06:46:00+00,55,301.73,14.14
